,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
32482,Boronia,334 Dorset Rd,4,h,765000.0,S,Jellis,17/02/2018,25.0,3155.0,4.0,1.0,2.0,1149.0,Knox City Council,-37.85237,145.2864,Eastern Metropolitan,9704.0
32485,Brighton,36 Berwick St,3,h,2105000.0,SP,Nick,17/02/2018,10.5,3186.0,3.0,2.0,2.0,314.0,Bayside City Council,-37.9026,144.99608,Southern Metropolitan,10579.0
32488,Brighton East,9 Cluden St,4,h,2745000.0,S,Nick,17/02/2018,10.3,3187.0,4.0,2.0,2.0,767.0,Bayside City Council,-37.91237,145.00882,Southern Metropolitan,6938.0
32489,Brighton East,2 Collis St,3,t,1420000.0,PI,Buxton,17/02/2018,10.3,3187.0,3.0,2.0,2.0,344.0,Bayside City Council,-37.93001,145.01368,Southern Metropolitan,6938.0
32490,Brighton East,11 Sunlight Cr,4,h,3300000.0,PI,Nick,17/02/2018,10.3,3187.0,4.0,4.0,2.0,713.0,Bayside City Council,-37.92824,145.02237,Southern Metropolitan,6938.0
32491,Broadmeadows,264 Camp Rd,3,h,620000.0,PI,YPA,17/02/2018,14.0,3047.0,3.0,2.0,0.0,660.0,Hume City Council,-37.68706,144.93563,Northern Metropolitan,4294.0
32496,Brooklyn,46 Stenhouse Av,2,h,735000.0,SP,Ray,17/02/2018,6.4,3012.0,2.0,1.0,1.0,697.0,Brimbank City Council,-37.82005,144.84492,Western Metropolitan,962.0
32497,Brooklyn,68 Stenhouse Av,3,t,630000.0,PI,RW,17/02/2018,6.4,3012.0,3.0,2.0,1.0,213.0,Brimbank City Council,-37.82057,144.84315,Western Metropolitan,962.0
32500,Brunswick,48 Garnet St,4,h,1585000.0,S,Jellis,17/02/2018,5.2,3056.0,4.0,2.0,1.0,426.0,Moreland City Council,-37.75474,144.9539,Northern Metropolitan,11918.0
32506,Bulleen,67 Rocklea Rd,3,h,1198000.0,S,Fletchers,17/02/2018,10.8,3105.0,3.0,2.0,2.0,650.0,Manningham City Council,-37.77022,145.08623,Eastern Metropolitan,4480.0
32507,Bulleen,34 Vera St,4,h,1320000.0,VB,Barry,17/02/2018,10.8,3105.0,4.0,3.0,2.0,379.0,Manningham City Council,-37.77444,145.10342,Eastern Metropolitan,4480.0
32509,Bundoora,95 Settlement Rd,4,h,712000.0,S,Ray,17/02/2018,12.1,3083.0,4.0,1.0,2.0,626.0,Banyule City Council,-37.69691,145.04876,Northern Metropolitan,10175.0
32510,Bundoora,40 Zara Cl,3,h,715000.0,S,Ray,17/02/2018,12.1,3083.0,3.0,2.0,2.0,297.0,Banyule City Council,-37.68198,145.07785,Northern Metropolitan,10175.0
32511,Burnley,2b Cherrill St,3,h,1940000.0,S,Jellis,17/02/2018,2.4,3121.0,3.0,2.0,1.0,92.0,Yarra City Council,-37.82922,145.00837,Northern Metropolitan,438.0
32513,Burwood,5 Kildare St,3,h,1320000.0,S,Lindellas,17/02/2018,10.4,3125.0,3.0,2.0,2.0,595.0,Monash City Council,-37.84579,145.10838,Southern Metropolitan,5678.0
32515,Burwood,11 Tennyson St,3,h,1500000.0,PI,McGrath,17/02/2018,10.4,3125.0,3.0,1.0,4.0,807.0,Monash City Council,-37.85098,145.13066,Southern Metropolitan,5678.0
32517,Burwood East,55 Hilltop Cr,3,h,1250000.0,S,Barry,17/02/2018,14.7,3151.0,3.0,1.0,1.0,598.0,Whitehorse City Council,-37.8548,145.13302,Eastern Metropolitan,4048.0
32518,Camberwell,29 Dominic St,4,h,2650000.0,PI,RT,17/02/2018,7.7,3124.0,4.0,2.0,2.0,791.0,Boroondara City Council,-37.83704,145.08336,Southern Metropolitan,8920.0
32519,Camberwell,2 Lyric Gr,5,h,2420000.0,PI,Marshall,17/02/2018,7.7,3124.0,5.0,2.0,3.0,930.0,Boroondara City Council,-37.83924,145.06768,Southern Metropolitan,8920.0
32521,Camberwell,144 Warrigal Rd,5,h,1550000.0,SP,Garvey,17/02/2018,7.7,3124.0,5.0,2.0,2.0,780.0,Boroondara City Council,-37.84064,145.09714,Southern Metropolitan,8920.0
32522,Canterbury,8 Selwyn St,3,h,2375000.0,VB,Jellis,17/02/2018,8.4,3126.0,3.0,2.0,1.0,590.0,Boroondara City Council,-37.82993,145.08411,Southern Metropolitan,3265.0
32523,Carlton,164 Canning St,1,h,1252000.0,S,Woodards,17/02/2018,1.6,3053.0,1.0,1.0,1.0,138.0,Melbourne City Council,-37.7946,144.97368,Northern Metropolitan,6786.0
32524,Carlton,226 Elgin St,2,u,650000.0,VB,Nelson,17/02/2018,1.6,3053.0,2.0,1.0,4.0,1439.0,Melbourne City Council,-37.79687,144.96685,Northern Metropolitan,6786.0
32525,Carlton North,138 Amess St,2,h,1210000.0,S,Nelson,17/02/2018,3.5,3054.0,2.0,1.0,2.0,190.0,Melbourne City Council,-37.78425,144.97416,Northern Metropolitan,3106.0
32532,Caroline Springs,4 Wavertree Av,3,h,580000.0,PI,YPA,17/02/2018,14.8,3023.0,3.0,2.0,2.0,528.0,Melton City Council,-37.73998,144.72995,Western Metropolitan,7719.0
32534,Cheltenham,7 Fir Gr,3,t,1150000.0,VB,Greg,17/02/2018,17.9,3192.0,3.0,2.0,2.0,282.0,Bayside City Council,-37.96141,145.0484,Southern Metropolitan,9758.0
32536,Cheltenham,4A Luxmoore St,4,h,1150000.0,PI,O'Brien,17/02/2018,17.9,3192.0,4.0,2.0,2.0,365.0,Bayside City Council,-37.95947,145.04364,Southern Metropolitan,9758.0
32537,Cheltenham,6 Monbulk Ct,4,h,1185000.0,SP,Buxton,17/02/2018,17.9,3192.0,4.0,3.0,2.0,684.0,Bayside City Council,-37.96784,145.08212,Southern Metropolitan,9758.0
32538,Cheltenham,46 Snowdon Dr,5,h,1360000.0,S,Ray,17/02/2018,17.9,3192.0,5.0,3.0,6.0,600.0,Bayside City Council,-37.97306,145.08198,Southern Metropolitan,9758.0
32541,Clarinda,12 Springs Rd,4,h,1150000.0,S,C21,17/02/2018,17.5,3169.0,4.0,2.0,4.0,628.0,Kingston City Council,-37.92851,145.10948,South-Eastern Metropolitan,2727.0
32543,Coburg,31 Berry St,3,h,1030000.0,S,Nelson,17/02/2018,6.7,3058.0,3.0,1.0,1.0,402.0,Darebin City Council,-37.74636,144.95833,Northern Metropolitan,11204.0
32544,Coburg,9 Deakin St,3,h,1085000.0,S,Nelson,17/02/2018,6.7,3058.0,3.0,1.0,1.0,409.0,Darebin City Council,-37.74711,144.95659,Northern Metropolitan,11204.0
32545,Coburg,75 Murray Rd,3,h,740000.0,VB,Nelson,17/02/2018,6.7,3058.0,3.0,2.0,3.0,373.0,Darebin City Council,-37.73576,144.97922,Northern Metropolitan,11204.0
32546,Coburg,162 The Avenue,4,h,1320000.0,S,Barry,17/02/2018,6.7,3058.0,4.0,2.0,2.0,570.0,Darebin City Council,-37.75383,144.97812,Northern Metropolitan,11204.0
32548,Coburg North,3 Spry St,3,h,700000.0,VB,Nelson,17/02/2018,6.7,3058.0,3.0,1.0,2.0,587.0,Darebin City Council,-37.72628,144.96764,Northern Metropolitan,3445.0
32549,Coburg North,41 Spry St,3,h,745000.0,S,Barry,17/02/2018,6.7,3058.0,3.0,1.0,4.0,648.0,Darebin City Council,-37.72597,144.96446,Northern Metropolitan,3445.0
32550,Coolaroo,33 Exford St,2,h,495000.0,SP,Skad,17/02/2018,17.4,3048.0,2.0,1.0,2.0,717.0,Hume City Council,-37.66368,144.92582,Northern Metropolitan,1124.0
32551,Craigieburn,2 Calm Av,3,h,515000.0,S,Barry,17/02/2018,20.6,3064.0,3.0,3.0,2.0,248.0,Hume City Council,-37.59784,144.90001,Northern Metropolitan,15510.0
32552,Craigieburn,9 Cascade Tce,4,h,662000.0,S,Ray,17/02/2018,20.6,3064.0,4.0,2.0,2.0,512.0,Hume City Council,-37.58903,144.90065,Northern Metropolitan,15510.0
32553,Craigieburn,18 Cimberwood Dr,4,h,615000.0,S,Ray,17/02/2018,20.6,3064.0,4.0,2.0,1.0,630.0,Hume City Council,-37.59513,144.9266,Northern Metropolitan,15510.0
32554,Craigieburn,28 Creekbridge St,4,h,585000.0,S,Barry,17/02/2018,20.6,3064.0,4.0,2.0,2.0,375.0,Hume City Council,-37.59091,144.8955,Northern Metropolitan,15510.0
32555,Craigieburn,36 Emerald Cct,3,h,525000.0,PI,Barry,17/02/2018,20.6,3064.0,3.0,2.0,2.0,490.0,Hume City Council,-37.58915,144.93968,Northern Metropolitan,15510.0
32556,Craigieburn,1 Gillingham Cr,3,h,562750.0,S,Barry,17/02/2018,20.6,3064.0,3.0,1.0,4.0,659.0,Hume City Council,-37.60216,144.93012,Northern Metropolitan,15510.0
32557,Craigieburn,41 Hanson Rd,3,h,643000.0,S,Barry,17/02/2018,20.6,3064.0,3.0,1.0,2.0,761.0,Hume City Council,-37.59501,144.93726,Northern Metropolitan,15510.0
32558,Craigieburn,1 Harper Cl,3,h,495000.0,S,Barry,17/02/2018,20.6,3064.0,3.0,2.0,2.0,740.0,Hume City Council,-37.60671,144.94137,Northern Metropolitan,15510.0
32559,Craigieburn,11 Milburn Pl,4,h,655000.0,S,Ray,17/02/2018,20.6,3064.0,4.0,3.0,2.0,661.0,Hume City Council,-37.60298,144.94073,Northern Metropolitan,15510.0
32560,Craigieburn,8 Mosman Wy,3,h,535000.0,S,Ray,17/02/2018,20.6,3064.0,3.0,2.0,2.0,400.0,Hume City Council,-37.60752,144.91478,Northern Metropolitan,15510.0
32562,Croydon,14 Park La,3,h,905000.0,S,Fletchers,17/02/2018,23.0,3136.0,3.0,1.0,3.0,1045.0,Maroondah City Council,-37.80829,145.27408,Eastern Metropolitan,11925.0
32563,Croydon,8 Taronga Cr,3,h,800000.0,VB,Fletchers,17/02/2018,23.0,3136.0,3.0,1.0,2.0,870.0,Maroondah City Council,-37.79364,145.29823,Eastern Metropolitan,11925.0
32564,Croydon North,46 Alice St,3,h,665500.0,SA,Ray,17/02/2018,23.0,3136.0,3.0,1.0,2.0,731.0,Maroondah City Council,-37.7801,145.28203,Eastern Metropolitan,2985.0
32565,Croydon North,65 Lyons Rd,3,h,610000.0,VB,McGrath,17/02/2018,23.0,3136.0,3.0,2.0,3.0,503.0,Maroondah City Council,-37.76385,145.28945,Eastern Metropolitan,2985.0
32566,Croydon South,37 Homer Av,3,h,702000.0,S,Jellis,17/02/2018,23.0,3136.0,3.0,2.0,1.0,379.0,Maroondah City Council,-37.81669,145.28136,Eastern Metropolitan,1863.0
32567,Croydon South,15 Thomas St,4,h,1000000.0,S,Noel,17/02/2018,23.0,3136.0,4.0,2.0,2.0,861.0,Maroondah City Council,-37.81394,145.27405,Eastern Metropolitan,1863.0
32569,Dandenong,5 Norman Ct,3,h,570000.0,PI,McLennan,17/02/2018,24.7,3175.0,3.0,2.0,1.0,519.0,Greater Dandenong City Council,-38.00074,145.20956,South-Eastern Metropolitan,10894.0
32571,Dandenong North,2/2 Shalimar Cr,3,h,590000.0,PI,Stockdale,17/02/2018,24.7,3175.0,3.0,2.0,2.0,417.0,Greater Dandenong City Council,-37.95458,145.2127,South-Eastern Metropolitan,8322.0
32572,Deer Park,41 Neale Rd,3,h,600000.0,PI,Barry,17/02/2018,14.8,3023.0,3.0,1.0,1.0,533.0,Brimbank City Council,-37.75216,144.77193,Western Metropolitan,6388.0
32573,Deer Park,62 Welwyn Pde,3,h,488000.0,SP,Barry,17/02/2018,14.8,3023.0,3.0,1.0,1.0,584.0,Brimbank City Council,-37.76071,144.77181,Western Metropolitan,6388.0
32574,Deer Park,88 Welwyn Pde,3,h,620000.0,S,Barry,17/02/2018,14.8,3023.0,3.0,1.0,1.0,720.0,Brimbank City Council,-37.76079,144.77435,Western Metropolitan,6388.0
32575,Delahey,108 Copperfield Dr,4,h,615000.0,S,YPA,17/02/2018,18.0,3037.0,4.0,2.0,1.0,537.0,Brimbank City Council,-37.71269,144.77135,Western Metropolitan,2898.0
32576,Derrimut,4 Blair Rd,4,h,805000.0,S,Stockdale,17/02/2018,14.7,3030.0,4.0,2.0,2.0,774.0,Brimbank City Council,-37.78908,144.75605,Western Metropolitan,2276.0
32580,Doncaster,44 Council St,4,h,1490000.0,S,Philip,17/02/2018,12.4,3108.0,4.0,2.0,2.0,656.0,Manningham City Council,-37.78258,145.13033,Eastern Metropolitan,9028.0
32581,Doncaster East,38 Highfield Rd,4,h,1150000.0,VB,Barry,17/02/2018,14.3,3109.0,4.0,1.0,2.0,645.0,Manningham City Council,-37.78644,145.16811,Eastern Metropolitan,10999.0
32583,Doncaster East,27A Ross St,3,h,901800.0,S,Philip,17/02/2018,14.3,3109.0,3.0,1.0,2.0,273.0,Manningham City Council,-37.78993,145.14784,Eastern Metropolitan,10999.0
32586,Donvale,18 Murndal Dr,7,h,1950000.0,PI,Jellis,17/02/2018,16.1,3111.0,7.0,4.0,4.0,4046.0,Manningham City Council,-37.79684,145.18962,Eastern Metropolitan,4790.0
32587,Doreen,10 Besra Dr,3,h,580000.0,S,Barry,17/02/2018,25.9,3754.0,3.0,2.0,2.0,448.0,Nillumbik Shire Council,-37.58319,145.12487,Northern Victoria,7254.0
32588,Doreen,57 Fortress Rd,3,h,585500.0,S,Barry,17/02/2018,25.9,3754.0,3.0,2.0,2.0,344.0,Nillumbik Shire Council,-37.60726,145.11961,Northern Victoria,7254.0
32589,Doreen,4 Fossilstone Av,3,h,575000.0,S,Barry,17/02/2018,25.9,3754.0,3.0,2.0,2.0,260.0,Nillumbik Shire Council,-37.61616,145.1242,Northern Victoria,7254.0
32591,Edithvale,14 Rae Av,3,h,745000.0,S,Ray,17/02/2018,27.0,3196.0,3.0,2.0,1.0,437.0,Kingston City Council,-38.03551,145.10915,South-Eastern Metropolitan,2546.0
32595,Elwood,13/2 Selwyn Av,1,u,396000.0,PI,Gary,17/02/2018,7.2,3184.0,1.0,1.0,2.0,739.0,Port Phillip City Council,-37.88622,144.98372,Southern Metropolitan,8989.0
32596,Epping,1 Henry Ct,3,h,616000.0,S,Barry,17/02/2018,19.6,3076.0,3.0,1.0,1.0,570.0,Whittlesea City Council,-37.65149,145.03678,Northern Metropolitan,10926.0
32598,Essendon,97 Glass St,4,h,1800000.0,S,Nelson,17/02/2018,7.5,3040.0,4.0,2.0,2.0,763.0,Moonee Valley City Council,-37.74645,144.91343,Western Metropolitan,9264.0
32600,Essendon,176a Ogilvie St,4,h,1725000.0,SP,Frank,17/02/2018,7.5,3040.0,4.0,2.0,4.0,430.0,Moonee Valley City Council,-37.73932,144.89457,Western Metropolitan,9264.0
32603,Fawkner,149 Anderson Rd,3,h,725000.0,S,Brad,17/02/2018,13.1,3060.0,3.0,2.0,2.0,427.0,Hume City Council,-37.69536,144.96318,Northern Metropolitan,5070.0
32607,Fawkner,2 Twyford St,3,h,800500.0,S,Brad,17/02/2018,13.1,3060.0,3.0,1.0,2.0,536.0,Hume City Council,-37.69895,144.97452,Northern Metropolitan,5070.0
32608,Fawkner,6 William St,2,h,700000.0,S,McGrath,17/02/2018,13.1,3060.0,2.0,1.0,2.0,569.0,Hume City Council,-37.70652,144.96724,Northern Metropolitan,5070.0
32609,Fawkner,76 William St,3,h,860000.0,SP,Nelson,17/02/2018,13.1,3060.0,3.0,1.0,1.0,670.0,Hume City Council,-37.70046,144.96817,Northern Metropolitan,5070.0
32610,Ferntree Gully,50 Bruce Cr,3,h,668000.0,S,RW,17/02/2018,24.8,3156.0,3.0,1.0,4.0,932.0,Knox City Council,-37.8819,145.29202,Eastern Metropolitan,10788.0
32611,Ferntree Gully,8 Fuchsia St,4,h,723000.0,S,Bekdon,17/02/2018,24.8,3156.0,4.0,3.0,3.0,722.0,Knox City Council,-37.87509,145.27544,Eastern Metropolitan,10788.0
32613,Fitzroy,101 Charles St,2,h,1045000.0,S,Nelson,17/02/2018,2.1,3065.0,2.0,1.0,0.0,94.0,Yarra City Council,-37.80326,144.98284,Northern Metropolitan,5825.0
32614,Fitzroy North,850 Brunswick St,2,h,1300000.0,S,Nelson,17/02/2018,3.6,3068.0,2.0,1.0,1.0,157.0,Moreland City Council,-37.78148,144.98193,Northern Metropolitan,6244.0
32616,Footscray,53 Stafford St,3,h,1035000.0,S,Sweeney,17/02/2018,5.1,3011.0,3.0,1.0,3.0,384.0,Maribyrnong City Council,-37.79549,144.88391,Western Metropolitan,7570.0
32617,Forest Hill,67 Glebe St,4,h,1085000.0,S,Ray,17/02/2018,15.4,3131.0,4.0,2.0,1.0,586.0,Whitehorse City Council,-37.83931,145.16388,Eastern Metropolitan,4385.0
32618,Frankston,3 Beaumont Cr,4,h,823000.0,S,O'Brien,17/02/2018,38.0,3199.0,4.0,2.0,2.0,819.0,Frankston City Council,-38.13936,145.16227,South-Eastern Metropolitan,17055.0
32620,Frankston South,13 Hoadley Av,3,h,730000.0,S,Purplebricks,17/02/2018,38.0,3199.0,3.0,1.0,3.0,701.0,Frankston City Council,-38.15929,145.11266,South-Eastern Metropolitan,7566.0
32621,Gisborne,107 Willowbank Rd,4,h,760000.0,SP,Raine,17/02/2018,45.9,3437.0,4.0,2.0,2.0,1587.0,Macedon Ranges Shire Council,-37.50078,144.59623,Northern Victoria,3376.0
32623,Glen Iris,43 Albion Rd,4,h,1997500.0,S,Marshall,17/02/2018,7.3,3146.0,4.0,2.0,2.0,621.0,Boroondara City Council,-37.86544,145.06739,Southern Metropolitan,10412.0
32624,Glen Iris,47 Ashburton Rd,4,h,2200000.0,VB,Marshall,17/02/2018,7.3,3146.0,4.0,2.0,2.0,771.0,Boroondara City Council,-37.85919,145.07166,Southern Metropolitan,10412.0
32629,Glen Waverley,11 Bunker Cr,5,h,1758000.0,SP,Harcourts,17/02/2018,16.7,3150.0,5.0,3.0,2.0,677.0,Monash City Council,-37.88385,145.15088,Eastern Metropolitan,15321.0
32631,Glen Waverley,21 Ingleside Cr,4,h,1459000.0,S,Ray,17/02/2018,16.7,3150.0,4.0,2.0,2.0,671.0,Monash City Council,-37.88618,145.14701,Eastern Metropolitan,15321.0
32632,Glen Waverley,11 The Ridge,3,h,1700000.0,S,Harcourts,17/02/2018,16.7,3150.0,3.0,1.0,2.0,714.0,Monash City Council,-37.86993,145.16531,Eastern Metropolitan,15321.0
32633,Glenroy,24A Isla Av,3,t,720000.0,S,Eview,17/02/2018,11.2,3046.0,3.0,2.0,2.0,248.0,Moreland City Council,-37.70373,144.93174,Northern Metropolitan,8870.0
32635,Glenroy,50 Stanley St,3,h,690000.0,VB,Brad,17/02/2018,11.2,3046.0,3.0,1.0,2.0,594.0,Moreland City Council,-37.71218,144.9123,Northern Metropolitan,8870.0
32638,Greenvale,30 Wallace Dr,5,h,700000.0,SP,Barry,17/02/2018,20.4,3059.0,5.0,2.0,2.0,600.0,Hume City Council,-37.65137,144.89972,Northern Metropolitan,4864.0
32639,Hadfield,34 Dickinson St,3,h,730000.0,VB,Nelson,17/02/2018,11.2,3046.0,3.0,3.0,2.0,597.0,Moreland City Council,-37.71178,144.94426,Northern Metropolitan,2606.0
32642,Hampton East,4 Kelsall Ct,4,h,1710000.0,SP,Buxton,17/02/2018,13.8,3188.0,4.0,2.0,2.0,1015.0,Bayside City Council,-37.94212,145.03043,Southern Metropolitan,2356.0
32648,Hawthorn,57 Haines St,2,h,1600000.0,S,Jellis,17/02/2018,5.3,3122.0,2.0,1.0,1.0,240.0,Boroondara City Council,-37.81774,145.0412,Southern Metropolitan,11308.0
32649,Hawthorn,25 Henry St,2,h,1401000.0,PI,Kay,17/02/2018,5.3,3122.0,2.0,1.0,0.0,188.0,Boroondara City Council,-37.82107,145.04284,Southern Metropolitan,11308.0
32654,Hawthorn East,63 Lingwell Rd,4,h,2800000.0,S,Marshall,17/02/2018,6.2,3123.0,4.0,2.0,1.0,643.0,Boroondara City Council,-37.82176,145.05381,Southern Metropolitan,6482.0
32657,Heidelberg West,30A Setani Cr,2,h,650000.0,SP,William,17/02/2018,8.8,3081.0,2.0,1.0,1.0,303.0,Banyule City Council,-37.73697,145.04589,Eastern Metropolitan,2674.0
32660,Hoppers Crossing,1 Arcadian Pl,3,h,646000.0,S,Barry,17/02/2018,18.4,3029.0,3.0,2.0,2.0,573.0,Wyndham City Council,-37.85263,144.71105,Western Metropolitan,13830.0
32661,Hoppers Crossing,13 Doris Dr,4,h,571000.0,S,Ray,17/02/2018,18.4,3029.0,4.0,2.0,0.0,531.0,Wyndham City Council,-37.87477,144.66815,Western Metropolitan,13830.0
32663,Hoppers Crossing,27 Warringa Cr,3,h,610000.0,S,Barry,17/02/2018,18.4,3029.0,3.0,2.0,4.0,551.0,Wyndham City Council,-37.88291,144.69264,Western Metropolitan,13830.0
32666,Keilor,13 Buckland Cr,3,h,656000.0,S,Nelson,17/02/2018,14.5,3036.0,3.0,2.0,2.0,551.0,Brimbank City Council,-37.72162,144.82524,Western Metropolitan,2339.0
32667,Keilor Downs,5 Swift Ct,3,h,650000.0,S,Prof.,17/02/2018,15.5,3038.0,3.0,1.0,3.0,656.0,Brimbank City Council,-37.71497,144.79838,Western Metropolitan,3656.0
32669,Keilor East,112 Rachelle Rd,5,h,1750000.0,VB,Nelson,17/02/2018,11.7,3033.0,5.0,4.0,3.0,501.0,Brimbank City Council,-37.73972,144.87343,Western Metropolitan,5629.0
32670,Keilor East,166 Rachelle Rd,4,h,901500.0,SP,Alexkarbon,17/02/2018,11.7,3033.0,4.0,2.0,2.0,563.0,Brimbank City Council,-37.7337,144.87256,Western Metropolitan,5629.0
32671,Keilor East,17 Ronald Gr,3,h,763000.0,S,Nelson,17/02/2018,11.7,3033.0,3.0,2.0,2.0,286.0,Brimbank City Council,-37.73775,144.86645,Western Metropolitan,5629.0
32678,Kew East,11 Irymple Av,4,h,2025000.0,PI,Marshall,17/02/2018,7.3,3102.0,4.0,2.0,3.0,697.0,Boroondara City Council,-37.79522,145.05749,Southern Metropolitan,2671.0
32679,Kings Park,13 Jacinta Wy,3,h,635000.0,S,YPA,17/02/2018,14.0,3021.0,3.0,2.0,4.0,725.0,Brimbank City Council,-37.73984,144.77326,Western Metropolitan,2878.0
32680,Kingsbury,48 Browning St,2,h,680000.0,SP,Ray,17/02/2018,12.1,3083.0,2.0,1.0,2.0,568.0,Darebin City Council,-37.71766,145.03321,Northern Metropolitan,1414.0
32685,Lalor,14 Bruce St,3,h,580000.0,SP,Love,17/02/2018,16.3,3075.0,3.0,1.0,1.0,598.0,Whittlesea City Council,-37.67295,145.03516,Northern Metropolitan,8279.0
32686,Lalor,87 Kingsway Dr,3,h,540000.0,SP,Love,17/02/2018,16.3,3075.0,3.0,2.0,1.0,391.0,Whittlesea City Council,-37.6648,145.00826,Northern Metropolitan,8279.0
32688,Lilydale,26 Bowen Rd,4,h,750000.0,VB,Fletchers,17/02/2018,29.9,3140.0,4.0,2.0,4.0,946.0,Yarra Ranges Shire Council,-37.75641,145.33623,Eastern Victoria,6732.0
32689,Lower Plenty,16 Kett St,4,h,1150000.0,VB,Jellis,17/02/2018,14.6,3093.0,4.0,2.0,2.0,971.0,Banyule City Council,-37.72338,145.11812,Eastern Metropolitan,1624.0
32691,Malvern,4 McArthur St,4,h,2360000.0,PI,Jellis,17/02/2018,5.9,3144.0,4.0,2.0,4.0,614.0,Stonnington City Council,-37.85736,145.03923,Southern Metropolitan,4675.0
32696,Malvern East,47 Tennyson St,3,h,1960000.0,S,Marshall,17/02/2018,8.4,3145.0,3.0,2.0,2.0,433.0,Stonnington City Council,-37.87252,145.051,Southern Metropolitan,8801.0
32697,Malvern East,44 The Boulevard,4,h,1700000.0,S,Jellis,17/02/2018,8.4,3145.0,4.0,2.0,2.0,975.0,Stonnington City Council,-37.87324,145.08793,Southern Metropolitan,8801.0
32702,Maribyrnong,2 Shearwater Cr,4,h,1300000.0,PI,Nelson,17/02/2018,4.3,3032.0,4.0,2.0,2.0,399.0,Maribyrnong City Council,-37.78707,144.89842,Western Metropolitan,4918.0
32703,Maribyrnong,9 Valnere St,3,h,1010000.0,S,Biggin,17/02/2018,4.3,3032.0,3.0,2.0,3.0,522.0,Maribyrnong City Council,-37.78419,144.88517,Western Metropolitan,4918.0
32706,McKinnon,3A Wattle Gr,3,h,1200000.0,PI,Buxton,17/02/2018,11.4,3204.0,3.0,1.0,2.0,374.0,Glen Eira City Council,-37.90989,145.0353,Southern Metropolitan,2397.0
32707,Meadow Heights,3 Melaleuca Dr,3,h,525000.0,S,YPA,17/02/2018,17.4,3048.0,3.0,1.0,2.0,578.0,Hume City Council,-37.64705,144.91541,Northern Metropolitan,4704.0
32712,Melton,10 Burleigh Rd,3,h,350000.0,VB,Ryder,17/02/2018,31.7,3337.0,3.0,1.0,2.0,580.0,Melton City Council,-37.67576,144.58715,Western Victoria,3600.0
32713,Melton,12 Irving Rd,3,h,415000.0,S,YPA,17/02/2018,31.7,3337.0,3.0,2.0,2.0,616.0,Melton City Council,-37.68883,144.56912,Western Victoria,3600.0
32714,Melton South,12 Brennan St,3,h,466000.0,S,Ryder,17/02/2018,29.8,3338.0,3.0,1.0,2.0,602.0,Melton City Council,-37.7049,144.57315,Western Victoria,4718.0
32716,Melton South,14 Toolern St,3,h,892000.0,S,Ryder,17/02/2018,29.8,3338.0,3.0,1.0,0.0,1709.0,Melton City Council,-37.70531,144.57683,Western Victoria,4718.0
32717,Melton South,5 Waratah St,3,h,415000.0,SP,FN,17/02/2018,29.8,3338.0,3.0,1.0,1.0,590.0,Melton City Council,-37.70123,144.56703,Western Victoria,4718.0
32718,Melton West,30 Empress Wy,3,h,568000.0,S,hockingstuart,17/02/2018,31.7,3337.0,3.0,2.0,2.0,1047.0,Melton City Council,-37.67961,144.56017,Northern Victoria,6065.0
32719,Melton West,15 Hoddle Ct,4,h,426000.0,S,Reliance,17/02/2018,31.7,3337.0,4.0,2.0,2.0,735.0,Melton City Council,-37.68462,144.54543,Northern Victoria,6065.0
32724,Mentone,16 Phillip St,3,h,984000.0,S,Barry,17/02/2018,20.0,3194.0,3.0,1.0,2.0,369.0,Kingston City Council,-37.97537,145.06242,South-Eastern Metropolitan,6162.0
32725,Mernda,22 Callaway Cr,4,h,741000.0,S,Stockdale,17/02/2018,25.9,3754.0,4.0,2.0,2.0,641.0,Whittlesea City Council,-37.59883,145.08375,Northern Metropolitan,5812.0
32726,Mernda,14 Newington Pde,4,h,687000.0,S,Stockdale,17/02/2018,25.9,3754.0,4.0,2.0,2.0,480.0,Whittlesea City Council,-37.60402,145.06997,Northern Metropolitan,5812.0
32728,Mickleham,40 Newmarket Pde,4,h,740000.0,S,Stockdale,17/02/2018,20.6,3064.0,4.0,4.0,2.0,512.0,Hume City Council,-37.53446,144.90418,Northern Metropolitan,1158.0
32729,Mill Park,2 Dickerson Av,4,h,702000.0,S,Ray,17/02/2018,17.9,3082.0,4.0,1.0,2.0,618.0,Whittlesea City Council,-37.6674,145.06732,Northern Metropolitan,10529.0
32730,Mill Park,25 Norwood Rd,3,h,785000.0,S,HAR,17/02/2018,17.9,3082.0,3.0,2.0,3.0,614.0,Whittlesea City Council,-37.67426,145.05193,Northern Metropolitan,10529.0
32732,Mitcham,10A Alexander St,3,h,1050000.0,S,hockingstuart,17/02/2018,17.2,3132.0,3.0,1.0,2.0,658.0,Whitehorse City Council,-37.81566,145.18819,Eastern Metropolitan,6871.0
32733,Mitcham,1 Brian St,3,h,985000.0,S,Philip,17/02/2018,17.2,3132.0,3.0,1.0,1.0,630.0,Whitehorse City Council,-37.82505,145.18797,Eastern Metropolitan,6871.0
